local_gov,type,county,fy_year,fy_total
JoDaviess,County,JoDaviess,2013,411325.6
Johannisburg,Twp,Washington,2005,67418.81
Johannisburg,Twp,Washington,2006,68004.59
Johannisburg,Twp,Washington,2007,68678.51
Johannisburg,Twp,Washington,2008,66485.58
Johannisburg,Twp,Washington,2009,62021.340000000004
Johannisburg,Twp,Washington,2010,60991.43
Johannisburg,Twp,Washington,2011,61000.25
Johannisburg,Twp,Washington,2012,59199.89
Johannisburg,Twp,Washington,2013,57688.58
Johannisburg,Twp,Washington,2014,59681.74
Johannisburg,Twp,Washington,2015,56491.99
Johannisburg,Twp,Washington,2016,61643.32
Johannisburg,Twp,Washington,2017,61511.119999999995
Johannisburg,Twp,Washington,2018,61587.53
Johannisburg,Twp,Washington,2019,60815.03
Johannisburg,Twp,Washington,2020,91117.63
Johannisburg,Twp,Washington,2021,90778.92
Johnsburg,Muni,McHenry,2005,155811.17
Johnsburg,Muni,McHenry,2006,156138.68
Johnsburg,Muni,McHenry,2007,156076.52
Johnsburg,Muni,McHenry,2008,159681.47999999998
Johnsburg,Muni,McHenry,2009,175865.9
Johnsburg,Muni,McHenry,2010,172115.21000000002
Johnsburg,Muni,McHenry,2011,172004.16
Johnsburg,Muni,McHenry,2012,156923.79
Johnsburg,Muni,McHenry,2013,152827.12
Johnsburg,Muni,McHenry,2014,158009.88999999998
Johnsburg,Muni,McHenry,2015,149383.94999999998
Johnsburg,Muni,McHenry,2016,162628.53
Johnsburg,Muni,McHenry,2017,162504.08
Johnsburg,Muni,McHenry,2018,162158.91999999998
Johnsburg,Muni,McHenry,2019,159840.31
Johnsburg,Muni,McHenry,2020,239464.59
Johnsburg,Muni,McHenry,2021,238675.86
Johnson,County,Johnson,2005,184542.88999999998
Johnson,County,Johnson,2006,197621.56
Johnson,County,Johnson,2007,213614.71000000002
Johnson,County,Johnson,2008,206779.04
Johnson,County,Johnson,2009,183533.78
Johnson,County,Johnson,2010,179082.99
Johnson,County,Johnson,2011,177671.34
Johnson,County,Johnson,2012,194740.94
Johnson,County,Johnson,2013,192466.04
Johnson,County,Johnson,2014,181349.46
Johnson,County,Johnson,2015,165689.94
Johnson,County,Johnson,2016,179627.5
Johnson,County,Johnson,2017,173076.59
Johnson,County,Johnson,2018,172418
Johnson,County,Johnson,2019,173343.67
Johnson,County,Johnson,2020,254452.58
Johnson,County,Johnson,2021,270431.12
Johnson,Twp,Christian,2005,78315.8
Johnson,Twp,Christian,2006,78996.26
Johnson,Twp,Christian,2007,79779.09
Johnson,Twp,Christian,2008,77231.72
Johnson,Twp,Christian,2009,72025.83
Johnson,Twp,Christian,2010,70823.78
Johnson,Twp,Christian,2011,70834.03
Johnson,Twp,Christian,2012,68740.23
Johnson,Twp,Christian,2013,67056.73
Johnson,Twp,Christian,2014,69389.22
Johnson,Twp,Christian,2015,65680.62000000001
Johnson,Twp,Christian,2016,71607.63
Johnson,Twp,Christian,2017,71377.84
Johnson,Twp,Christian,2018,71448.68000000001
Johnson,Twp,Christian,2019,70552.56
Johnson,Twp,Christian,2020,105707.12000000001
Johnson,Twp,Christian,2021,105314.23
Johnson,Twp,Clark,2005,80082.09
Johnson,Twp,Clark,2006,80786.15000000001
Johnson,Twp,Clark,2007,81559.89
Johnson,Twp,Clark,2008,78552.14
Johnson,Twp,Clark,2009,73277.69
Johnson,Twp,Clark,2010,72060.87000000001
Johnson,Twp,Clark,2011,72071.28
Johnson,Twp,Clark,2012,69937.04
Johnson,Twp,Clark,2013,68151.61
Johnson,Twp,Clark,2014,69925.64
Johnson,Twp,Clark,2015,65443.02
Johnson,Twp,Clark,2016,71571.97
Johnson,Twp,Clark,2017,71418.9
Johnson,Twp,Clark,2018,71507.62000000001
Johnson,Twp,Clark,2019,70592.02
Johnson,Twp,Clark,2020,105410.4
Johnson,Twp,Clark,2021,105018.68000000001
Johnsonville,Muni,Wayne,2005,1994.25
Johnsonville,Muni,Wayne,2006,1998.4
Johnsonville,Muni,Wayne,2007,1997.6299999999999
Johnsonville,Muni,Wayne,2008,1916.7
Johnsonville,Muni,Wayne,2009,1772.53
Johnsonville,Muni,Wayne,2010,1734.73
Johnsonville,Muni,Wayne,2011,1733.59
Johnsonville,Muni,Wayne,2012,1906.77
Johnsonville,Muni,Wayne,2013,1856.97
Johnsonville,Muni,Wayne,2014,1919.94
Johnsonville,Muni,Wayne,2015,1815.1299999999999
Johnsonville,Muni,Wayne,2016,1976.07
Johnsonville,Muni,Wayne,2017,1974.57
Johnsonville,Muni,Wayne,2018,1970.36
Johnsonville,Muni,Wayne,2019,1942.1899999999998
Johnsonville,Muni,Wayne,2020,2909.7
Johnsonville,Muni,Wayne,2021,2900.12
Johnston City,Muni,Williamson,2005,102804.75
Johnston City,Muni,Williamson,2006,103020.8
Johnston City,Muni,Williamson,2007,102979.8
Johnston City,Muni,Williamson,2008,98807.92
Johnston City,Muni,Williamson,2009,91375.26
Johnston City,Muni,Williamson,2010,89426.51
Johnston City,Muni,Williamson,2011,89368.79
Johnston City,Muni,Williamson,2012,87735.67000000001
Johnston City,Muni,Williamson,2013,85445.23
Johnston City,Muni,Williamson,2014,88342.90999999999
Johnston City,Muni,Williamson,2015,83520.17000000001
Johnston City,Muni,Williamson,2016,90925.2
Johnston City,Muni,Williamson,2017,90855.58
Johnston City,Muni,Williamson,2018,90662.62000000001
Johnston City,Muni,Williamson,2019,89366.3
Johnston City,Muni,Williamson,2020,133884
Johnston City,Muni,Williamson,2021,133443.03
Joliet,Twp,Will,2005,104467.37000000001
Joliet,Twp,Will,2006,105273.54
Joliet,Twp,Will,2007,105628.43
Joliet,Twp,Will,2008,101511.95999999999
Joliet,Twp,Will,2009,94678.90999999999
Joliet,Twp,Will,2010,93079.83
Joliet,Twp,Will,2011,92664.81
Joliet,Twp,Will,2012,84870.82
Joliet,Twp,Will,2013,82141.85
Joliet,Twp,Will,2014,80661.65000000001
Joliet,Twp,Will,2015,71773.29
Joliet,Twp,Will,2016,77219.73999999999
Joliet,Twp,Will,2017,75355.20999999999
Joliet,Twp,Will,2018,76220.48
Joliet,Twp,Will,2019,75299.77
Joliet,Twp,Will,2020,112826.38
Joliet,Twp,Will,2021,112369
Joliet,Muni,Will,2005,3659778.9299999997
Joliet,Muni,Will,2006,3852940.9699999997
Joliet,Muni,Will,2007,4221187.79
Joliet,Muni,Will,2008,4050179.12
Joliet,Muni,Will,2009,3774797.8499999996
Joliet,Muni,Will,2010,3841845.04
Joliet,Muni,Will,2011,3839365.5
Joliet,Muni,Will,2012,3650898.63
Joliet,Muni,Will,2013,3555587.86
Joliet,Muni,Will,2014,3676167.4299999997
Joliet,Muni,Will,2015,3475481.3099999996
Joliet,Muni,Will,2016,3783621.59
Joliet,Muni,Will,2017,3804964.6
Joliet,Muni,Will,2018,3822671.96
Joliet,Muni,Will,2019,3768013.9899999998
Joliet,Muni,Will,2020,5645046.05
Joliet,Muni,Will,2021,5626452.819999999
Jonathan Creek,Twp,Moultrie,2005,94326.53
Jonathan Creek,Twp,Moultrie,2006,95146.04
Jonathan Creek,Twp,Moultrie,2007,95799.47
Jonathan Creek,Twp,Moultrie,2008,91911.09
Jonathan Creek,Twp,Moultrie,2009,85739.59
Jonathan Creek,Twp,Moultrie,2010,84315.87000000001
Jonathan Creek,Twp,Moultrie,2011,84023.95
Jonathan Creek,Twp,Moultrie,2012,81338.27
Jonathan Creek,Twp,Moultrie,2013,79595.28
Jonathan Creek,Twp,Moultrie,2014,82332.23
Jonathan Creek,Twp,Moultrie,2015,77931.87000000001
Jonathan Creek,Twp,Moultrie,2016,85038.16
Jonathan Creek,Twp,Moultrie,2017,84855.77
Jonathan Creek,Twp,Moultrie,2018,84919.54
Jonathan Creek,Twp,Moultrie,2019,83582.15000000001
Jonathan Creek,Twp,Moultrie,2020,125197.79
Jonathan Creek,Twp,Moultrie,2021,124732.38
Jonesboro,Muni,Union,2005,53555.57
Jonesboro,Muni,Union,2006,53668.1
Jonesboro,Muni,Union,2007,53646.75
Jonesboro,Muni,Union,2008,51473.43
Jonesboro,Muni,Union,2009,47601.46
Jonesboro,Muni,Union,2010,46586.27
Jonesboro,Muni,Union,2011,46556.189999999995
Jonesboro,Muni,Union,2012,45093.6
Jonesboro,Muni,Union,2013,43916.380000000005
Jonesboro,Muni,Union,2014,45405.71
Jonesboro,Muni,Union,2015,42926.96
Jonesboro,Muni,Union,2016,46732.93
Jonesboro,Muni,Union,2017,46697.17
Jonesboro,Muni,Union,2018,46597.97
Jonesboro,Muni,Union,2019,45931.7
Jonesboro,Muni,Union,2020,68812.53
Jonesboro,Muni,Union,2021,68585.87000000001
Joppa,Muni,Massac,2005,11820.96
Joppa,Muni,Massac,2006,11845.79
Joppa,Muni,Massac,2007,11841.09
Joppa,Muni,Massac,2008,11361.39
Joppa,Muni,Massac,2009,10506.720000000001
Joppa,Muni,Massac,2010,10282.67
Joppa,Muni,Massac,2011,10276.01
Joppa,Muni,Massac,2012,8914.720000000001
Joppa,Muni,Massac,2013,8681.98
Joppa,Muni,Massac,2014,8976.41
Joppa,Muni,Massac,2015,8486.38
Joppa,Muni,Massac,2016,9238.78
Joppa,Muni,Massac,2017,9231.740000000002
Joppa,Muni,Massac,2018,9212.130000000001
Joppa,Muni,Massac,2019,9080.42
Joppa,Muni,Massac,2020,13603.81
Joppa,Muni,Massac,2021,13558.99
Jordan,Twp,Whiteside,2005,70366.29
Jordan,Twp,Whiteside,2006,70964.40999999999
Jordan,Twp,Whiteside,2007,71667.68000000001
Jordan,Twp,Whiteside,2008,69379.33
Jordan,Twp,Whiteside,2009,64720.77
Jordan,Twp,Whiteside,2010,63647.09
Jordan,Twp,Whiteside,2011,63655.229999999996
Jordan,Twp,Whiteside,2012,61778.63
Jordan,Twp,Whiteside,2013,60176.380000000005
Jordan,Twp,Whiteside,2014,62252.59
Jordan,Twp,Whiteside,2015,58925.08
Jordan,Twp,Whiteside,2016,64298.33
Jordan,Twp,Whiteside,2017,64160.719999999994
Jordan,Twp,Whiteside,2018,64241.04
Jordan,Twp,Whiteside,2019,63435.05
Jordan,Twp,Whiteside,2020,95042.84
Jordan,Twp,Whiteside,2021,94689.11
Joshua,Twp,Fulton,2005,58501.83
Joshua,Twp,Fulton,2006,59010.08
Joshua,Twp,Fulton,2007,59594.87
Joshua,Twp,Fulton,2008,57692
Joshua,Twp,Fulton,2009,53818.2
Joshua,Twp,Fulton,2010,52924.54
Joshua,Twp,Fulton,2011,52933.17
Joshua,Twp,Fulton,2012,51038.9
Joshua,Twp,Fulton,2013,49740.61
Joshua,Twp,Fulton,2014,51482.28999999999
Joshua,Twp,Fulton,2015,48730.82
Joshua,Twp,Fulton,2016,53174.44
Joshua,Twp,Fulton,2017,53059.97
Joshua,Twp,Fulton,2018,53125.74
Joshua,Twp,Fulton,2019,52459.350000000006
Joshua,Twp,Fulton,2020,78598.69
Joshua,Twp,Fulton,2021,78306.5
Joy,Muni,Mercer,2005,10780.48
Joy,Muni,Mercer,2006,10803.09
Joy,Muni,Mercer,2007,10798.83
Joy,Muni,Mercer,2008,10361.34
Joy,Muni,Mercer,2009,9581.94
Joy,Muni,Mercer,2010,9377.55
Joy,Muni,Mercer,2011,9371.56
Joy,Muni,Mercer,2012,10326.220000000001
Joy,Muni,Mercer,2013,10056.640000000001
Joy,Muni,Mercer,2014,10397.69
Joy,Muni,Mercer,2015,9830.07
Joy,Muni,Mercer,2016,10701.6
Joy,Muni,Mercer,2017,10693.41
Joy,Muni,Mercer,2018,10670.710000000001
Joy,Muni,Mercer,2019,10518.130000000001
Joy,Muni,Mercer,2020,15757.740000000002
Joy,Muni,Mercer,2021,15705.849999999999
Jubilee,Twp,Peoria,2005,50311.27
Jubilee,Twp,Peoria,2006,50756.83
Jubilee,Twp,Peoria,2007,51265.83
Jubilee,Twp,Peoria,2008,49624.340000000004
Jubilee,Twp,Peoria,2009,46283.39
Jubilee,Twp,Peoria,2010,45514.840000000004
Jubilee,Twp,Peoria,2011,45521.42
Jubilee,Twp,Peoria,2012,44174.850000000006
Jubilee,Twp,Peoria,2013,43036.27
Jubilee,Twp,Peoria,2014,44517.880000000005
Jubilee,Twp,Peoria,2015,42137.55
Jubilee,Twp,Peoria,2016,45971.850000000006
Jubilee,Twp,Peoria,2017,45872.05
Jubilee,Twp,Peoria,2018,45928.810000000005
Jubilee,Twp,Peoria,2019,45352.7
Jubilee,Twp,Peoria,2020,67950.81
Jubilee,Twp,Peoria,2021,67698.22
Junction,Muni,Gallatin,2005,4017.38
Junction,Muni,Gallatin,2006,4025.82
Junction,Muni,Gallatin,2007,4024.23
Junction,Muni,Gallatin,2008,3861.2
Junction,Muni,Gallatin,2009,3570.7599999999998
Junction,Muni,Gallatin,2010,3494.6
Junction,Muni,Gallatin,2011,3492.36
Junction,Muni,Gallatin,2012,3194.4300000000003
Junction,Muni,Gallatin,2013,3111.05
Junction,Muni,Gallatin,2014,3216.55
Junction,Muni,Gallatin,2015,3040.9700000000003
Junction,Muni,Gallatin,2016,3310.57
Junction,Muni,Gallatin,2017,3308.03
Junction,Muni,Gallatin,2018,3301.01
Junction,Muni,Gallatin,2019,3253.82
Junction,Muni,Gallatin,2020,4874.68
Junction,Muni,Gallatin,2021,4858.64
Junction City,Muni,Marion,2005,16156.25
Junction City,Muni,Marion,2006,16190.240000000002
Junction City,Muni,Marion,2007,16183.78
Junction City,Muni,Marion,2008,15528.15
Junction City,Muni,Marion,2009,14360.1
Junction City,Muni,Marion,2010,14053.8
Junction City,Muni,Marion,2011,14044.740000000002
Junction City,Muni,Marion,2012,11935.82
Junction City,Muni,Marion,2013,11624.2
Junction City,Muni,Marion,2014,12018.44
Junction City,Muni,Marion,2015,11362.33
Junction City,Muni,Marion,2016,12369.730000000001
Junction City,Muni,Marion,2017,12360.25
Junction City,Muni,Marion,2018,12334.01
Junction City,Muni,Marion,2019,12157.66
Junction City,Muni,Marion,2020,18213.97
Junction City,Muni,Marion,2021,18153.97
Justice,Muni,Cook,2005,352403.21
Justice,Muni,Cook,2006,353143.91000000003
Justice,Muni,Cook,2007,353003.31
Justice,Muni,Cook,2008,338702.48000000004
Justice,Muni,Cook,2009,313224.21
Justice,Muni,Cook,2010,306544.08
Justice,Muni,Cook,2011,306346.25
Justice,Muni,Cook,2012,320087.87
Justice,Muni,Cook,2013,311731.63999999996
Justice,Muni,Cook,2014,322303.29000000004
Justice,Muni,Cook,2015,304708.39
Justice,Muni,Cook,2016,331724.19
Justice,Muni,Cook,2017,331470.33999999997
Justice,Muni,Cook,2018,330766.32
Justice,Muni,Cook,2019,326036.91000000003
Justice,Muni,Cook,2020,488451.83
Justice,Muni,Cook,2021,486843.03
Kampsville,Muni,Calhoun,2005,8728.41
Kampsville,Muni,Calhoun,2006,8746.75
Kampsville,Muni,Calhoun,2007,8743.28
Kampsville,Muni,Calhoun,2008,8389.12
Kampsville,Muni,Calhoun,2009,7758.05
Kampsville,Muni,Calhoun,2010,7592.59
Kampsville,Muni,Calhoun,2011,7587.67
Kampsville,Muni,Calhoun,2012,8122.3
Kampsville,Muni,Calhoun,2013,7910.24
Kampsville,Muni,Calhoun,2014,8178.51
Kampsville,Muni,Calhoun,2015,7732.02
Kampsville,Muni,Calhoun,2016,8417.56
Kampsville,Muni,Calhoun,2017,8411.130000000001
Kampsville,Muni,Calhoun,2018,8393.26
Kampsville,Muni,Calhoun,2019,8273.25
Kampsville,Muni,Calhoun,2020,12394.59
Kampsville,Muni,Calhoun,2021,12353.740000000002
Kane,County,Kane,2005,6160037.41
Kane,County,Kane,2006,6091460.37
Kane,County,Kane,2007,6273306.2
Kane,County,Kane,2008,6194616.59
Kane,County,Kane,2009,5819759.81
Kane,County,Kane,2010,5831287.4
Kane,County,Kane,2011,6382410.3
Kane,County,Kane,2012,5704407.970000001
Kane,County,Kane,2013,5522814.34
Kane,County,Kane,2014,5951995.149999999
Kane,County,Kane,2015,5610810.149999999
Kane,County,Kane,2016,6256072.01
Kane,County,Kane,2017,6553591.609999999
Kane,County,Kane,2018,6576743.17
Kane,County,Kane,2019,6565409.14
Kane,County,Kane,2020,9670091.81
Kane,County,Kane,2021,9700842.66
Kane,Twp,Greene,2005,69284.86
Kane,Twp,Greene,2006,69886.81
Kane,Twp,Greene,2007,70579.4
Kane,Twp,Greene,2008,67272.19
Kane,Twp,Greene,2009,62755.17
Kane,Twp,Greene,2010,62230.68
Kane,Twp,Greene,2011,62405.08
Kane,Twp,Greene,2012,60563.24
Kane,Twp,Greene,2013,59017.13
Kane,Twp,Greene,2014,61056.21
Kane,Twp,Greene,2015,55160.9
Kane,Twp,Greene,2016,61565.18
Kane,Twp,Greene,2017,61433.13
Kane,Twp,Greene,2018,61509.46
Kane,Twp,Greene,2019,60737.950000000004
Kane,Twp,Greene,2020,91002.11
Kane,Twp,Greene,2021,90663.84
Kane,Muni,Greene,2005,13266.08
Kane,Muni,Greene,2006,13293.96
Kane,Muni,Greene,2007,13288.640000000001
Kane,Muni,Greene,2008,12750.32
Kane,Muni,Greene,2009,11791.19
Kane,Muni,Greene,2010,11539.730000000001
Kane,Muni,Greene,2011,11532.28
Kane,Muni,Greene,2012,10846.230000000001
Kane,Muni,Greene,2013,10563.08
Kane,Muni,Greene,2014,10921.31
Kane,Muni,Greene,2015,10325.11
Kane,Muni,Greene,2016,11240.54
Kane,Muni,Greene,2017,11231.93
Kane,Muni,Greene,2018,11208.08
Kane,Muni,Greene,2019,11047.82
Kane,Muni,Greene,2020,16551.280000000002
Kane,Muni,Greene,2021,16496.77
Kaneville,Twp,Kane,2005,42063.759999999995
Kaneville,Twp,Kane,2006,42432.89
Kaneville,Twp,Kane,2007,42854.67
Kaneville,Twp,Kane,2008,39800.42
Kaneville,Twp,Kane,2009,36334.48
Kaneville,Twp,Kane,2010,35722.17
Kaneville,Twp,Kane,2011,35736.159999999996
Kaneville,Twp,Kane,2012,34675.7
Kaneville,Twp,Kane,2013,33791.97
Kaneville,Twp,Kane,2014,31702.87
Kaneville,Twp,Kane,2015,29786.1
Kaneville,Twp,Kane,2016,32498.19
Kaneville,Twp,Kane,2017,31880.01
Kaneville,Twp,Kane,2018,30751.12
Kaneville,Twp,Kane,2019,30367.87
Kaneville,Twp,Kane,2020,45491.91
Kaneville,Twp,Kane,2021,45321.43
Kaneville,Muni,Kane,2007,6584.53
Kaneville,Muni,Kane,2008,12222.52
Kaneville,Muni,Kane,2009,11303.11
Kaneville,Muni,Kane,2010,11062.01
Kaneville,Muni,Kane,2011,11054.9
Kaneville,Muni,Kane,2012,11985.34
Kaneville,Muni,Kane,2013,11672.449999999999
Kaneville,Muni,Kane,2014,12068.29
Kaneville,Muni,Kane,2015,11409.449999999999
Kaneville,Muni,Kane,2016,12421.05
Kaneville,Muni,Kane,2017,12411.56
Kaneville,Muni,Kane,2018,12385.2
Kaneville,Muni,Kane,2019,12208.09
Kaneville,Muni,Kane,2020,18289.53
Kaneville,Muni,Kane,2021,18229.32
Kangley,Muni,LaSalle,2005,8294.949999999999
Kangley,Muni,LaSalle,2006,8312.33
Kangley,Muni,LaSalle,2007,8309.06
Kangley,Muni,LaSalle,2008,7972.429999999999
Kangley,Muni,LaSalle,2009,7372.72
Kangley,Muni,LaSalle,2010,7215.469999999999
Kangley,Muni,LaSalle,2011,7210.83
Kangley,Muni,LaSalle,2012,6215.52
Kangley,Muni,LaSalle,2013,6053.28
Kangley,Muni,LaSalle,2014,6258.55
Kangley,Muni,LaSalle,2015,5916.89
Kangley,Muni,LaSalle,2016,6441.51
Kangley,Muni,LaSalle,2017,6436.56
Kangley,Muni,LaSalle,2018,6422.9
Kangley,Muni,LaSalle,2019,6331.04
Kangley,Muni,LaSalle,2020,9484.859999999999
Kangley,Muni,LaSalle,2021,9453.67
Kankakee,County,Kankakee,2005,1540193.57
Kankakee,County,Kankakee,2006,1570475.6700000002
Kankakee,County,Kankakee,2007,1603386.5
Kankakee,County,Kankakee,2008,1562293.04
Kankakee,County,Kankakee,2009,1432958.6
Kankakee,County,Kankakee,2010,1372089.6
Kankakee,County,Kankakee,2011,1375041.84
Kankakee,County,Kankakee,2012,1262100.77
Kankakee,County,Kankakee,2013,1262215.24
Kankakee,County,Kankakee,2014,1441243.05
Kankakee,County,Kankakee,2015,1341994.6500000001
Kankakee,County,Kankakee,2016,1478361.8800000001
Kankakee,County,Kankakee,2017,1479895.32
Kankakee,County,Kankakee,2018,1449548.87
Kankakee,County,Kankakee,2019,1466433.47
Kankakee,County,Kankakee,2020,2146962.32
Kankakee,County,Kankakee,2021,2195123.9499999997
Kankakee,Twp,Kankakee,2005,22249.760000000002
Kankakee,Twp,Kankakee,2006,22443.09
Kankakee,Twp,Kankakee,2007,22659.460000000003
Kankakee,Twp,Kankakee,2008,21747.49
Kankakee,Twp,Kankakee,2009,18057.34
Kankakee,Twp,Kankakee,2010,17945.5
Kankakee,Twp,Kankakee,2011,18225.129999999997
Kankakee,Twp,Kankakee,2012,17684.460000000003
Kankakee,Twp,Kankakee,2013,16811.609999999997
Kankakee,Twp,Kankakee,2014,16751.32
Kankakee,Twp,Kankakee,2015,16547.66
Kankakee,Twp,Kankakee,2016,18074.23
Kankakee,Twp,Kankakee,2017,17264.609999999997
Kankakee,Twp,Kankakee,2018,17285.960000000003
Kankakee,Twp,Kankakee,2019,17069.16
Kankakee,Twp,Kankakee,2020,25574.27
Kankakee,Twp,Kankakee,2021,25479.2
Kankakee,Muni,Kankakee,2005,794547.48
Kankakee,Muni,Kankakee,2006,796217.3600000001
Kankakee,Muni,Kankakee,2007,795900.4500000001
Kankakee,Muni,Kankakee,2008,763656.9600000001
Kankakee,Muni,Kankakee,2009,706212.2699999999
Kankakee,Muni,Kankakee,2010,691150.9500000001
Kankakee,Muni,Kankakee,2011,690704.87
Kankakee,Muni,Kankakee,2012,681901.58
Kankakee,Muni,Kankakee,2013,664099.7899999999
Kankakee,Muni,Kankakee,2014,686621.2
Kankakee,Muni,Kankakee,2015,649137.76
Kankakee,Muni,Kankakee,2016,706691.1
Kankakee,Muni,Kankakee,2017,706150.37
Kankakee,Muni,Kankakee,2018,704650.49
Kankakee,Muni,Kankakee,2019,694575.12
Kankakee,Muni,Kankakee,2020,1040576.97
Kankakee,Muni,Kankakee,2021,1037149.64
Kansas,Twp,Edgar,2005,89782.57
Kansas,Twp,Edgar,2006,90562.62000000001
Kansas,Twp,Edgar,2007,91460.08
Kansas,Twp,Edgar,2008,88539.76
Kansas,Twp,Edgar,2009,82594.66
Kansas,Twp,Edgar,2010,81223.1
Kansas,Twp,Edgar,2011,81234.89
Kansas,Twp,Edgar,2012,78837.29
Kansas,Twp,Edgar,2013,76824.66
Kansas,Twp,Edgar,2014,82537.8
Kansas,Twp,Edgar,2015,79074.47
Kansas,Twp,Edgar,2016,86285.04
Kansas,Twp,Edgar,2017,86099.95999999999
Kansas,Twp,Edgar,2018,86206.93
Kansas,Twp,Edgar,2019,85125.64
Kansas,Twp,Edgar,2020,127541.54
Kansas,Twp,Edgar,2021,127067.48
Kansas,Twp,Woodford,2005,21680
Kansas,Twp,Woodford,2006,21868.35
Kansas,Twp,Woodford,2007,22085.08
Kansas,Twp,Woodford,2008,21379.89
Kansas,Twp,Woodford,2009,19944.309999999998
Kansas,Twp,Woodford,2010,19613.129999999997
Kansas,Twp,Woodford,2011,19616
Kansas,Twp,Woodford,2012,19034.82
Kansas,Twp,Woodford,2013,18548.89
Kansas,Twp,Woodford,2014,19189.73
Kansas,Twp,Woodford,2015,18164.129999999997
Kansas,Twp,Woodford,2016,19820.460000000003
Kansas,Twp,Woodford,2017,19777.95
Kansas,Twp,Woodford,2018,19802.54
Kansas,Twp,Woodford,2019,19554.129999999997
Kansas,Twp,Woodford,2020,29297.47
Kansas,Twp,Woodford,2021,29188.54
Kansas,Muni,Edgar,2005,24335.57
Kansas,Muni,Edgar,2006,24386.71
Kansas,Muni,Edgar,2007,24377.01
Kansas,Muni,Edgar,2008,23389.440000000002
Kansas,Muni,Edgar,2009,21630
Kansas,Muni,Edgar,2010,21168.72
Kansas,Muni,Edgar,2011,21155.04
Kansas,Muni,Edgar,2012,19488.57
Kansas,Muni,Edgar,2013,18979.8
Kansas,Muni,Edgar,2014,19623.45
Kansas,Muni,Edgar,2015,18552.17
Kansas,Muni,Edgar,2016,20197.03
Kansas,Muni,Edgar,2017,20181.58
Kansas,Muni,Edgar,2018,20138.72
Kansas,Muni,Edgar,2019,19850.780000000002
Kansas,Muni,Edgar,2020,29739.41
Kansas,Muni,Edgar,2021,29641.460000000003
Kappa,Muni,Woodford,2005,4913.35
Kappa,Muni,Woodford,2006,4923.6900000000005
Kappa,Muni,Woodford,2007,4921.73
Kappa,Muni,Woodford,2008,4722.35
Kappa,Muni,Woodford,2009,4367.120000000001
Kappa,Muni,Woodford,2010,4273.969999999999
Kappa,Muni,Woodford,2011,4271.22
Kappa,Muni,Woodford,2012,5621.23
Kappa,Muni,Woodford,2013,5474.48
Kappa,Muni,Woodford,2014,5660.120000000001
Kappa,Muni,Woodford,2015,5351.160000000001
Kappa,Muni,Woodford,2016,5825.57
Kappa,Muni,Woodford,2017,5821.14
Kappa,Muni,Woodford,2018,5808.74
Kappa,Muni,Woodford,2019,5725.7
Kappa,Muni,Woodford,2020,8577.97
Kappa,Muni,Woodford,2021,8549.69
Karnak,Muni,Pulaski,2005,17890.41
Karnak,Muni,Pulaski,2006,17927.99
Karnak,Muni,Pulaski,2007,17920.87
Karnak,Muni,Pulaski,2008,17194.85
Karnak,Muni,Pulaski,2009,15901.39
Karnak,Muni,Pulaski,2010,15562.27
Karnak,Muni,Pulaski,2011,15552.240000000002
Karnak,Muni,Pulaski,2012,12356.78
Karnak,Muni,Pulaski,2013,12034.2
Karnak,Muni,Pulaski,2014,12442.31
Karnak,Muni,Pulaski,2015,11763.08
Karnak,Muni,Pulaski,2016,12806
Karnak,Muni,Pulaski,2017,12796.2
Karnak,Muni,Pulaski,2018,12769.02
Karnak,Muni,Pulaski,2019,12586.449999999999
Karnak,Muni,Pulaski,2020,18856.37
Karnak,Muni,Pulaski,2021,18794.260000000002
Kaskaskia,Twp,Fayette,2005,73629.38
Kaskaskia,Twp,Fayette,2006,74269.11
Kaskaskia,Twp,Fayette,2007,75005.09
Kaskaskia,Twp,Fayette,2008,72758.14
Kaskaskia,Twp,Fayette,2009,67944.39
Kaskaskia,Twp,Fayette,2010,66816.1
Kaskaskia,Twp,Fayette,2011,66718.42
Kaskaskia,Twp,Fayette,2012,64644.219999999994
Kaskaskia,Twp,Fayette,2013,62993.9
Kaskaskia,Twp,Fayette,2014,65170.39
Kaskaskia,Twp,Fayette,2015,62077.57
Kaskaskia,Twp,Fayette,2016,67781.6
Kaskaskia,Twp,Fayette,2017,67636.16
Kaskaskia,Twp,Fayette,2018,67293.84
Kaskaskia,Twp,Fayette,2019,66009.16
Kaskaskia,Twp,Fayette,2020,98899.8
Kaskaskia,Twp,Fayette,2021,98532.17000000001
Kaskaskia,Muni,Randolph,2005,260.13
Kaskaskia,Muni,Randolph,2006,260.67
Kaskaskia,Muni,Randolph,2007,260.57
Kaskaskia,Muni,Randolph,2008,249.97
Kaskaskia,Muni,Randolph,2009,231.2
Kaskaskia,Muni,Randolph,2010,226.26
Kaskaskia,Muni,Randolph,2011,226.12
Kaskaskia,Muni,Randolph,2012,346.69
Kaskaskia,Muni,Randolph,2013,337.64000000000004
Kaskaskia,Muni,Randolph,2014,349.09
Kaskaskia,Muni,Randolph,2015,330.01
Kaskaskia,Muni,Randolph,2016,359.3
Kaskaskia,Muni,Randolph,2017,359.01
Kaskaskia,Muni,Randolph,2018,358.26
Kaskaskia,Muni,Randolph,2019,353.13
Kaskaskia,Muni,Randolph,2020,529.02
Kaskaskia,Muni,Randolph,2021,527.26
